,CPM_mean,RPM_mean,Answered_count,Cost_sum,Revenue_sum,Count
6366,0.018881,0.020723,1,0.02,0.02,1
6367,0.018881,0.020723,1,0.02,0.02,1
6368,0.018881,0.021107,1,0.1,0.11,1
6369,0.0,0.0,0,0.0,0.0,21
6370,0.0,0.0,0,0.0,0.0,2
6371,0.0,0.0,0,0.0,0.0,1
6372,0.018881,0.020723,1,0.02,0.02,1
6373,0.0,0.0,0,0.0,0.0,20
6374,0.0,0.0,0,0.0,0.0,2
6375,0.0,0.0,0,0.0,0.0,1
6376,0.0,0.0,0,0.0,0.0,1
6377,0.018881,0.020723,1,0.02,0.02,1
6378,0.0,0.0,0,0.0,0.0,2
6379,0.018881,0.020723,1,0.02,0.02,1
6380,0.0,0.0,0,0.0,0.0,2
6381,0.0,0.0,0,0.0,0.0,1
6382,0.018881,0.020723,1,0.02,0.02,1
6383,0.018881,0.020723,1,0.02,0.02,1
6384,0.018881,0.020723,1,0.01,0.01,1
6385,0.018881,0.020723,1,0.02,0.02,1
6386,0.0,0.0,0,0.0,0.0,1
6387,0.0,0.0,0,0.0,0.0,21
6388,0.0,0.0,0,0.0,0.0,20
6389,0.0,0.0,0,0.0,0.0,3
6390,0.018881,0.020723,1,0.01,0.01,1
6391,0.018881,0.021393,1,0.0,0.0,1
6392,0.0,0.0,0,0.0,0.0,1
6393,0.018881,0.020723,1,0.02,0.02,1
6394,0.0,0.0,0,0.0,0.0,21
6395,0.0,0.0,0,0.0,0.0,2
6396,0.0,0.0,0,0.0,0.0,20
6397,0.018881,0.020723,1,0.01,0.01,1
6398,0.018881,0.020723,1,0.01,0.01,1
6399,0.0,0.0,0,0.0,0.0,19
6400,0.018881,0.020723,1,0.01,0.01,1
6401,0.018881,0.020723,1,0.01,0.01,1
6402,0.0,0.0,0,0.0,0.0,19
6403,0.0,0.0,0,0.0,0.0,18
6404,0.018881,0.020723,1,0.0,0.0,1
6405,0.0,0.0,0,0.0,0.0,1
6406,0.0,0.0,0,0.0,0.0,17
6407,0.0,0.0,0,0.0,0.0,16
6408,0.0,0.0,0,0.0,0.0,2
6409,0.018881,0.020723,1,0.01,0.01,1
6410,0.0,0.0,0,0.0,0.0,1
6411,0.0,0.0,0,0.0,0.0,15
6412,0.0,0.0,0,0.0,0.0,2
6413,0.018881,0.020723,1,0.01,0.01,1
6414,0.0,0.0,0,0.0,0.0,14
6415,0.0,0.0,0,0.0,0.0,13
6416,0.0,0.0,0,0.0,0.0,1
6417,0.018881,0.020723,1,0.01,0.01,1
6418,0.0,0.0,0,0.0,0.0,12
6419,0.0,0.0,0,0.0,0.0,11
6420,0.0,0.0,0,0.0,0.0,2
6421,0.0,0.0,0,0.0,0.0,1
6422,0.0,0.0,0,0.0,0.0,1
6423,0.018881,0.020723,1,0.02,0.02,1
6424,0.018881,0.020723,1,0.02,0.02,1
6425,0.0,0.0,0,0.0,0.0,1
6426,0.0,0.0,0,0.0,0.0,2
6427,0.018881,0.020723,1,0.0,0.0,1
6428,0.0,0.0,0,0.0,0.0,10
6429,0.0,0.0,0,0.0,0.0,2
6430,0.018881,0.020723,1,0.0,0.0,1
6431,0.0,0.0,0,0.0,0.0,10
6432,0.0,0.0,0,0.0,0.0,9
6433,0.0,0.0,0,0.0,0.0,2
6434,0.0,0.0,0,0.0,0.0,8
6435,0.018881,0.020723,1,0.02,0.02,1
6436,0.018881,0.020723,1,0.02,0.02,1
6437,0.0,0.0,0,0.0,0.0,2
6438,0.018881,0.020723,1,0.02,0.02,1
6439,0.0,0.0,0,0.0,0.0,1
6440,0.0,0.0,0,0.0,0.0,8
6441,0.0,0.0,0,0.0,0.0,1
6442,0.0,0.0,0,0.0,0.0,1
6443,0.018881,0.020723,1,0.02,0.02,1
6444,0.018881,0.020723,1,0.0,0.0,1
6445,0.0,0.0,0,0.0,0.0,1
6446,0.018881,0.020723,1,0.01,0.01,1
6447,0.0,0.0,0,0.0,0.0,1
6448,0.0,0.0,0,0.0,0.0,1
6449,0.018881,0.020723,1,0.02,0.02,1
6450,0.018881,0.020723,1,0.02,0.02,1
6451,0.018881,0.020723,1,0.0,0.01,1
6452,0.018881,0.020723,1,0.01,0.01,1
6453,0.0,0.0,0,0.0,0.0,1
6454,0.0,0.0,0,0.0,0.0,1
6455,0.018881,0.020723,1,0.0,0.0,1
6456,0.0,0.0,0,0.0,0.0,1
6457,0.0,0.0,0,0.0,0.0,1
6458,0.018881,0.020723,1,0.02,0.02,1
6459,0.018881,0.020723,1,0.02,0.02,1
6460,0.0,0.0,0,0.0,0.0,1
6461,0.0,0.0,0,0.0,0.0,1
6462,0.018881,0.020723,1,0.01,0.01,1
6463,0.018881,0.020723,1,0.02,0.02,1
6464,0.018881,0.020723,1,0.01,0.01,1
6465,0.0,0.0,0,0.0,0.0,2
6466,0.0,0.0,0,0.0,0.0,1
6467,0.0,0.0,0,0.0,0.0,2
6468,0.0,0.0,0,0.0,0.0,1
6469,0.0,0.0,0,0.0,0.0,1
6470,0.006293666666666666,0.0070353333333333335,1,0.01,0.01,3
6471,0.018881,0.020723,1,0.02,0.02,1
6472,0.0,0.0,0,0.0,0.0,2
6473,0.0,0.0,0,0.0,0.0,2
6474,0.018881,0.020723,1,0.02,0.02,1
6475,0.0,0.0,0,0.0,0.0,2
6476,0.018881,0.020723,1,0.02,0.02,1
6477,0.0,0.0,0,0.0,0.0,1
6478,0.0,0.0,0,0.0,0.0,1
6479,0.0,0.0,0,0.0,0.0,2
6480,0.0,0.0,0,0.0,0.0,14
6481,0.0,0.0,0,0.0,0.0,1
6482,0.018881,0.020723,1,0.0,0.0,1
6483,0.018881,0.020723,1,0.0,0.0,1
6484,0.018881,0.020723,1,0.02,0.02,1
6485,0.0,0.0,0,0.0,0.0,13
6486,0.018881,0.020723,1,0.02,0.02,1
6487,0.018881,0.020723,1,0.01,0.01,1
6488,0.0,0.0,0,0.0,0.0,12
6489,0.0094405,0.010553,1,0.01,0.01,2
6490,0.018881,0.020723,1,0.02,0.02,1
6491,0.0,0.0,0,0.0,0.0,11
6492,0.018881,0.020723,1,0.0,0.0,1
6493,0.0,0.0,0,0.0,0.0,1
6494,0.0,0.0,0,0.0,0.0,1
6495,0.0,0.0,0,0.0,0.0,1
6496,0.0,0.0,0,0.0,0.0,2
6497,0.018881,0.020723,1,0.02,0.02,1
6498,0.018881,0.020723,1,0.0,0.0,1
6499,0.0,0.0,0,0.0,0.0,10
6500,0.0,0.0,0,0.0,0.0,2
6501,0.018881,0.020723,1,0.01,0.01,1
6502,0.0,0.0,0,0.0,0.0,1
6503,0.018881,0.020723,1,0.02,0.02,1
6504,0.0,0.0,0,0.0,0.0,2
6505,0.018881,0.020723,1,0.01,0.01,1
6506,0.0,0.0,0,0.0,0.0,1
6507,0.018881,0.020723,1,0.01,0.01,1
6508,0.0,0.0,0,0.0,0.0,1
6509,0.018881,0.020723,1,0.01,0.01,1
6510,0.018881,0.020723,1,0.01,0.01,1
6511,0.018881,0.021106,1,0.01,0.01,1
6512,0.018881,0.020723,1,0.02,0.02,1
6513,0.018881,0.020723,1,0.01,0.01,1
6514,0.018881,0.020723,1,0.0,0.0,1
6515,0.018881,0.020723,1,0.02,0.02,1
6516,0.018881,0.020723,1,0.02,0.02,1
6517,0.0,0.0,0,0.0,0.0,1
6518,0.018881,0.020723,1,0.0,0.0,1
6519,0.0,0.0,0,0.0,0.0,1
6520,0.0,0.0,0,0.0,0.0,1
6521,0.0,0.0,0,0.0,0.0,1
6522,0.0,0.0,0,0.0,0.0,1
6523,0.0,0.0,0,0.0,0.0,2
6524,0.018881,0.020723,1,0.0,0.0,1
6525,0.0,0.0,0,0.0,0.0,1
6526,0.018881,0.020723,1,0.01,0.01,1
6527,0.0,0.0,0,0.0,0.0,1
6528,0.0,0.0,0,0.0,0.0,9
6529,0.018881,0.020723,1,0.02,0.02,1
6530,0.0,0.0,0,0.0,0.0,1
6531,0.018881,0.020723,1,0.0,0.0,1
6532,0.018881,0.020723,1,0.58,0.64,1
6533,0.018881,0.020723,1,0.0,0.0,1
6534,0.018881,0.020723,1,0.02,0.02,1
6535,0.018881,0.020723,1,0.02,0.02,1
6536,0.0,0.0,0,0.0,0.0,8
6537,0.0,0.0,0,0.0,0.0,1
6538,0.018881,0.02054,1,0.16,0.17,1
6539,0.0,0.0,0,0.0,0.0,2
6540,0.0094405,0.0103615,1,0.0,0.0,2
6541,0.018881,0.020723,1,0.01,0.01,1
6542,0.0,0.0,0,0.0,0.0,1
6543,0.0,0.0,0,0.0,0.0,1
6544,0.0,0.0,0,0.0,0.0,2
6545,0.0,0.0,0,0.0,0.0,1
6546,0.018881,0.020723,1,0.02,0.02,1
6547,0.0,0.0,0,0.0,0.0,7
6548,0.0,0.0,0,0.0,0.0,6
6549,0.0,0.0,0,0.0,0.0,5
6550,0.0,0.0,0,0.0,0.0,2
6551,0.0,0.0,0,0.0,0.0,1
6552,0.018881,0.020723,1,0.01,0.01,1
6553,0.0,0.0,0,0.0,0.0,4
6554,0.0,0.0,0,0.0,0.0,3
6555,0.018881,0.020723,1,0.02,0.02,1
6556,0.018881,0.020723,1,0.02,0.02,1
6557,0.0,0.0,0,0.0,0.0,1
6558,0.0,0.0,0,0.0,0.0,2
6559,0.0,0.0,0,0.0,0.0,2
6560,0.018881,0.020723,1,0.0,0.0,1
6561,0.018881,0.020723,1,0.01,0.01,1
6562,0.0,0.0,0,0.0,0.0,1
6563,0.018881,0.021107,1,0.17,0.19,1
6564,0.018881,0.020723,1,0.02,0.02,1
6565,0.0,0.0,0,0.0,0.0,1
6566,0.018881,0.020723,1,0.0,0.0,1
6567,0.0,0.0,0,0.0,0.0,1
6568,0.018881,0.020723,1,0.01,0.01,1
6569,0.018881,0.020723,1,0.01,0.01,1
6570,0.018881,0.020723,2,0.0,0.0,2
6571,0.0,0.0,0,0.0,0.0,1
6572,0.0,0.0,0,0.0,0.0,1
6573,0.018881,0.020723,1,0.01,0.01,1
6574,0.018881,0.020723,1,0.0,0.0,1
6575,0.018881,0.020723,1,0.02,0.02,1
6576,0.018881,0.020723,1,0.02,0.02,1
6577,0.0,0.0,0,0.0,0.0,4
6578,0.0,0.0,0,0.0,0.0,3
6579,0.0,0.0,0,0.0,0.0,1
6580,0.018881,0.020723,1,0.02,0.02,1
6581,0.0,0.0,0,0.0,0.0,1
6582,0.018881,0.020723,1,0.02,0.02,1
6583,0.018881,0.020723,1,0.02,0.02,1
6584,0.018881,0.020723,1,0.0,0.0,1
6585,0.018881,0.020723,1,0.02,0.02,1
6586,0.018881,0.020723,1,0.01,0.01,1
6587,0.0,0.0,0,0.0,0.0,1
6588,0.018881,0.020723,1,0.02,0.02,1
6589,0.0,0.0,0,0.0,0.0,2
6590,0.018881,0.020723,1,0.02,0.02,1
6591,0.018881,0.020723,1,0.01,0.01,1
6592,0.0,0.0,0,0.0,0.0,1
6593,0.018881,0.020723,1,0.0,0.0,1
6594,0.018881,0.020723,1,0.02,0.02,1
6595,0.018881,0.020723,1,0.02,0.02,1
6596,0.0,0.0,0,0.0,0.0,2
6597,0.018881,0.020723,1,0.02,0.02,1
6598,0.0,0.0,0,0.0,0.0,2
6599,0.018881,0.020723,1,0.01,0.01,1
6600,0.018881,0.020723,1,0.08,0.09,1
6601,0.018881,0.020723,1,0.0,0.0,1
6602,0.018881,0.020723,1,0.02,0.02,1
6603,0.0,0.0,0,0.0,0.0,1
6604,0.018881,0.020723,1,0.0,0.0,1
6605,0.018881,0.020723,1,0.0,0.0,1
6606,0.018881,0.020723,3,0.0,0.0,3
6607,0.0,0.0,0,0.0,0.0,2
6608,0.018881,0.020723,1,0.0,0.0,1
6609,0.018881,0.020723,1,0.01,0.01,1
6610,0.0,0.0,0,0.0,0.0,1
6611,0.018881,0.020723,1,0.02,0.02,1
6612,0.018881,0.020723,1,0.02,0.02,1
6613,0.018881,0.020723,1,0.0,0.0,1
6614,0.0,0.0,0,0.0,0.0,1
6615,0.018881,0.020723,1,0.0,0.0,1
6616,0.018881,0.020723,1,0.01,0.01,1
6617,0.018881,0.020723,1,0.0,0.0,1
6618,0.0,0.0,0,0.0,0.0,1
6619,0.018881,0.020723,1,0.0,0.0,1
6620,0.018881,0.020723,1,0.0,0.0,1
6621,0.0,0.0,0,0.0,0.0,1
6622,0.018881,0.020723,1,0.01,0.02,1
6623,0.018881,0.020723,1,0.02,0.02,1
6624,0.018881,0.020723,1,0.02,0.02,1
6625,0.018881,0.020723,1,0.01,0.01,1
6626,0.018881,0.020723,1,0.0,0.0,1
6627,0.018881,0.020723,1,0.02,0.02,1
6628,0.018881,0.020723,1,0.02,0.02,1
6629,0.018881,0.020723,1,0.0,0.0,1
6630,0.018881,0.020723,1,0.02,0.02,1
6631,0.018881,0.021389,1,0.05,0.05,1
6632,0.0,0.0,0,0.0,0.0,1
6633,0.018881,0.020723,1,0.0,0.0,1
6634,0.0094405,0.0103615,1,0.0,0.0,2
6635,0.018881,0.020723,1,0.0,0.0,1
6636,0.018881,0.020723,1,0.0,0.0,1
6637,0.018881,0.020723,2,0.0,0.0,2
6638,0.0,0.0,0,0.0,0.0,1
6639,0.018881,0.020723,1,0.02,0.02,1
6640,0.018881,0.020723,1,0.01,0.01,1
6641,0.018881,0.020723,1,0.02,0.02,1
6642,0.006293666666666666,0.006907666666666666,1,0.0,0.0,3
6643,0.018881,0.020723,1,0.0,0.0,1
6644,0.0094405,0.0103615,1,0.0,0.0,2
6645,0.018881,0.021107,1,0.12,0.14,1
6646,0.018881,0.020723,1,0.01,0.01,1
6647,0.018881,0.020723,1,0.0,0.0,1
6648,0.018881,0.020723,1,0.02,0.02,1
6649,0.018881,0.020723,1,0.02,0.02,1
6650,0.018881,0.020723,1,0.0,0.0,1
6651,0.0,0.0,0,0.0,0.0,1
6652,0.0,0.0,0,0.0,0.0,1
6653,0.018881,0.021389,1,0.05,0.05,1
6654,0.018881,0.020723,1,0.02,0.02,1
6655,0.018881,0.020723,1,0.02,0.02,1
6656,0.0,0.0,0,0.0,0.0,1
6657,0.018881,0.020723,1,0.0,0.0,1
6658,0.018881,0.020723,1,0.0,0.0,1
6659,0.0,0.0,0,0.0,0.0,2
6660,0.0,0.0,0,0.0,0.0,1
6661,0.018881,0.020723,1,0.15,0.17,1
6662,0.0,0.0,0,0.0,0.0,2
6663,0.0,0.0,0,0.0,0.0,2
6664,0.0,0.0,0,0.0,0.0,1
6665,0.0,0.0,0,0.0,0.0,1
6666,0.018881,0.020723,1,0.0,0.0,1
6667,0.0,0.0,0,0.0,0.0,1
6668,0.0,0.0,0,0.0,0.0,1
6669,0.018881,0.020723,1,0.02,0.02,1
6670,0.018881,0.020723,1,0.03,0.04,1
6671,0.018881,0.020723,1,0.0,0.0,1
6672,0.0,0.0,0,0.0,0.0,2
6673,0.018881,0.020723,1,0.51,0.56,1
6674,0.018881,0.020723,3,0.01,0.01,3
6675,0.0,0.0,0,0.0,0.0,2
6676,0.018881,0.020723,1,0.01,0.01,1
6677,0.018881,0.020723,1,0.01,0.01,1
6678,0.0,0.0,0,0.0,0.0,1
6679,0.0,0.0,0,0.0,0.0,3
6680,0.0,0.0,0,0.0,0.0,1
6681,0.0,0.0,0,0.0,0.0,1
6682,0.0,0.0,0,0.0,0.0,2
6683,0.0,0.0,0,0.0,0.0,1
6684,0.0,0.0,0,0.0,0.0,1
6685,0.018881,0.020723,1,0.02,0.02,1
6686,0.018881,0.020723,1,0.02,0.02,1
6687,0.018881,0.020723,1,0.02,0.02,1
6688,0.018881,0.020723,1,0.0,0.0,1
6689,0.018881,0.020723,1,0.0,0.0,1
6690,0.018881,0.020723,1,0.02,0.02,1
6691,0.018881,0.020723,1,0.02,0.02,1
6692,0.018881,0.020723,1,0.02,0.02,1
6693,0.0,0.0,1,0.0,0.0,1
6694,0.018881,0.022641,1,0.01,0.01,1
6695,0.0,0.0,0,0.0,0.0,1
6696,0.018881,0.020723,1,0.02,0.02,1
6697,0.018881,0.020723,1,0.02,0.02,1
6698,0.018881,0.020723,1,0.02,0.02,1
6699,0.018881,0.020541,1,0.01,0.01,1
6700,0.0,0.0,0,0.0,0.0,1
6701,0.0,0.0,0,0.0,0.0,1
6702,0.018881,0.020723,2,0.01,0.01,2
6703,0.018881,0.020723,1,0.0,0.0,1
6704,0.018881,0.021389,1,0.0,0.0,1
6705,0.0,0.0,0,0.0,0.0,1
6706,0.018881,0.020723,1,0.02,0.02,1
6707,0.0,0.0,0,0.0,0.0,1
6708,0.018881,0.020723,1,0.02,0.02,1
6709,0.018881,0.020723,1,0.0,0.0,1
6710,0.018881,0.020723,1,0.26,0.28,1
6711,0.0,0.0,0,0.0,0.0,1
6712,0.018881,0.020723,1,0.0,0.0,1
6713,0.018881,0.020723,1,0.02,0.02,1
6714,0.018881,0.020723,1,0.0,0.0,1
6715,0.018881,0.020723,1,0.02,0.02,1
6716,0.0094405,0.0103615,1,0.0,0.0,2
6717,0.018881,0.020723,1,0.01,0.01,1
6718,0.018881,0.020723,1,0.02,0.02,1
6719,0.018881,0.020723,2,0.02,0.02,2
6720,0.018881,0.020723,1,0.01,0.01,1
6721,0.018881,0.020723,1,0.01,0.01,1
6722,0.018881,0.020723,1,0.02,0.02,1
6723,0.018881,0.020723,1,0.02,0.02,1
6724,0.018881,0.020723,1,0.01,0.01,1
6725,0.018881,0.020723,1,0.02,0.02,1
6726,0.018881,0.020723,1,0.02,0.02,1
6727,0.018881,0.020723,1,0.02,0.02,1
6728,0.0,0.0,0,0.0,0.0,2
6729,0.0,0.0,0,0.0,0.0,2
6730,0.018881,0.020723,1,0.01,0.01,1
6731,0.0,0.0,0,0.0,0.0,1
6732,0.018881,0.020723,1,0.02,0.02,1
6733,0.0,0.0,0,0.0,0.0,1
6734,0.018881,0.020723,1,0.0,0.0,1
6735,0.018881,0.020723,1,0.0,0.0,1
6736,0.018881,0.020723,3,0.0,0.0,3
6737,0.018881,0.020723,1,0.0,0.0,1
6738,0.018881,0.020723,1,0.02,0.02,1
6739,0.018881,0.020723,1,0.0,0.0,1
6740,0.018881,0.020723,1,0.0,0.0,1
6741,0.0,0.0,0,0.0,0.0,1
6742,0.018881,0.021107,1,0.02,0.02,1
6743,0.0,0.0,0,0.0,0.0,2
6744,0.0,0.0,0,0.0,0.0,2
6745,0.0,0.0,0,0.0,0.0,1
6746,0.0,0.0,0,0.0,0.0,1
6747,0.018881,0.020723,1,0.01,0.02,1
6748,0.018881,0.020723,1,0.0,0.0,1
6749,0.018881,0.020723,1,0.01,0.02,1
6750,0.018881,0.021389,1,0.41,0.47,1
6751,0.0,0.0,0,0.0,0.0,1
6752,0.0094405,0.0103615,1,0.01,0.01,2
6753,0.018881,0.020723,1,0.02,0.02,1
6754,0.018881,0.020723,1,0.02,0.02,1
6755,0.018881,0.020723,1,0.01,0.01,1
6756,0.018881,0.020723,2,0.0,0.0,2
6757,0.018881,0.020723,1,0.0,0.0,1
6758,0.0,0.0,0,0.0,0.0,9
6759,0.0,0.0,0,0.0,0.0,8
6760,0.018881,0.020723,1,0.02,0.02,1
6761,0.018881,0.020723,1,0.02,0.02,1
6762,0.0,0.0,0,0.0,0.0,2
6763,0.0,0.0,0,0.0,0.0,1
6764,0.0,0.0,0,0.0,0.0,5
6765,0.0,0.0,0,0.0,0.0,7
6766,0.0,0.0,0,0.0,0.0,5
6767,0.0,0.0,0,0.0,0.0,6
6768,0.0,0.0,0,0.0,0.0,4
6769,0.0,0.0,0,0.0,0.0,1
6770,0.0,0.0,0,0.0,0.0,4
6771,0.018881,0.020723,1,0.02,0.02,1
6772,0.0,0.0,0,0.0,0.0,3
6773,0.0,0.0,0,0.0,0.0,1
6774,0.0,0.0,0,0.0,0.0,5
6775,0.0,0.0,0,0.0,0.0,3
6776,0.0,0.0,0,0.0,0.0,4
6777,0.0,0.0,0,0.0,0.0,3
6778,0.0,0.0,0,0.0,0.0,2
6779,0.0,0.0,0,0.0,0.0,2
6780,0.018881,0.020723,1,0.02,0.02,1
6781,0.0,0.0,0,0.0,0.0,1
6782,0.0,0.0,0,0.0,0.0,1
6783,0.018881,0.020723,1,0.0,0.0,1
6784,0.018881,0.020723,1,0.02,0.02,1
6785,0.0,0.0,0,0.0,0.0,2
6786,0.018881,0.020723,1,0.02,0.02,1
6787,0.0,0.0,0,0.0,0.0,1
6788,0.0,0.0,0,0.0,0.0,1
6789,0.0,0.0,0,0.0,0.0,1
6790,0.018881,0.021389,3,0.0,0.0,3
6791,0.018881,0.020723,1,0.01,0.01,1
6792,0.018881,0.020723,1,0.0,0.0,1
6793,0.018881,0.020723,1,0.01,0.01,1
6794,0.018881,0.020723,1,0.0,0.0,1
6795,0.0094405,0.0103615,1,0.0,0.0,2
6796,0.018881,0.020723,1,0.01,0.01,1
6797,0.018881,0.020723,1,0.01,0.01,1
6798,0.018881,0.020723,1,0.02,0.02,1
6799,0.0,0.0,0,0.0,0.0,1
6800,0.018881,0.020723,1,0.02,0.02,1
6801,0.0,0.0,0,0.0,0.0,1
6802,0.018881,0.021389,2,0.0,0.0,2
6803,0.018881,0.020723,1,0.02,0.02,1
6804,0.0,0.0,0,0.0,0.0,1
6805,0.018881,0.020723,1,0.02,0.02,1
6806,0.018881,0.020723,2,0.1,0.11,2
6807,0.018881,0.020723,1,0.01,0.01,1
6808,0.0,0.0,0,0.0,0.0,1
6809,0.018881,0.020723,1,0.0,0.0,1
6810,0.018881,0.020723,1,0.01,0.01,1
6811,0.018881,0.020723,1,0.0,0.0,1
6812,0.018881,0.020723,1,0.05,0.05,1
6813,0.018881,0.020723,1,0.0,0.0,1
6814,0.018881,0.020723,1,0.0,0.0,1
6815,0.018881,0.020723,1,0.02,0.02,1
6816,0.018881,0.020723,1,0.02,0.02,1
6817,0.018881,0.020723,1,0.02,0.02,1
6818,0.0,0.0,0,0.0,0.0,2
6819,0.018881,0.020723,1,0.0,0.0,1
6820,0.0,0.0,0,0.0,0.0,1
6821,0.018881,0.020723,1,0.02,0.02,1
6822,0.0,0.0,0,0.0,0.0,2
6823,0.0,0.0,0,0.0,0.0,2
6824,0.0,0.0,0,0.0,0.0,2
6825,0.0,0.0,0,0.0,0.0,1
6826,0.018881,0.020723,1,0.02,0.02,1
6827,0.0,0.0,0,0.0,0.0,2
6828,0.018881,0.021387,1,0.0,0.0,1
6829,0.018881,0.020723,1,0.01,0.01,1
6830,0.0,0.0,0,0.0,0.0,2
6831,0.0,0.0,0,0.0,0.0,1
6832,0.018881,0.020723,1,0.01,0.01,1
6833,0.006293666666666666,0.006907666666666666,1,0.0,0.0,3
6834,0.018881,0.020723,1,0.0,0.0,1
6835,0.018881,0.020723,1,0.01,0.01,1
6836,0.0,0.0,0,0.0,0.0,1
6837,0.0,0.0,0,0.0,0.0,2
6838,0.0,0.0,0,0.0,0.0,1
6839,0.0,0.0,0,0.0,0.0,1
6840,0.0,0.0,0,0.0,0.0,4
6841,0.0,0.0,0,0.0,0.0,6
6842,0.0,0.0,0,0.0,0.0,3
6843,0.018881,0.020723,1,0.02,0.02,1
6844,0.0,0.0,0,0.0,0.0,5
6845,0.018881,0.020723,1,0.0,0.0,1
6846,0.0,0.0,0,0.0,0.0,1
6847,0.018881,0.020723,1,0.0,0.0,1
6848,0.0,0.0,0,0.0,0.0,1
6849,0.018881,0.020723,1,0.01,0.01,1
6850,0.0,0.0,0,0.0,0.0,4
6851,0.0,0.0,0,0.0,0.0,2
6852,0.0,0.0,0,0.0,0.0,1
6853,0.018881,0.020723,1,0.0,0.0,1
6854,0.018881,0.020723,1,0.01,0.01,1
6855,0.018881,0.020723,1,0.01,0.01,1
6856,0.0,0.0,0,0.0,0.0,1
6857,0.018881,0.020723,1,0.01,0.01,1
6858,0.018881,0.020723,1,0.01,0.01,1
6859,0.0094405,0.0103615,1,0.0,0.0,2
6860,0.0,0.0,0,0.0,0.0,3
6861,0.0,0.0,0,0.0,0.0,2
6862,0.018881,0.020723,1,0.02,0.02,1
6863,0.0,0.0,0,0.0,0.0,1
6864,0.018881,0.020723,1,0.03,0.03,1
6865,0.018881,0.020723,1,0.0,0.0,1
6866,0.0,0.0,0,0.0,0.0,1
6867,0.0,0.0,0,0.0,0.0,2
6868,0.0,0.0,0,0.0,0.0,1
6869,0.018881,0.020723,1,0.0,0.0,1
6870,0.018881,0.020723,1,0.01,0.01,1
6871,0.018881,0.020723,1,0.0,0.0,1
6872,0.018881,0.020723,1,0.1,0.11,1
6873,0.0,0.0,0,0.0,0.0,1
6874,0.018881,0.020723,1,0.01,0.01,1
6875,0.0,0.0,0,0.0,0.0,2
6876,0.0,0.0,0,0.0,0.0,1
6877,0.0,0.0,0,0.0,0.0,1
6878,0.0,0.0,0,0.0,0.0,2
6879,0.0,0.0,0,0.0,0.0,3
6880,0.018881,0.020723,1,0.02,0.02,1
6881,0.018881,0.020723,1,0.01,0.01,1
6882,0.018881,0.021107,1,0.08,0.09,1
6883,0.018881,0.020723,1,0.02,0.02,1
6884,0.0,0.0,0,0.0,0.0,2
6885,0.0,0.0,0,0.0,0.0,2
6886,0.0,0.0,0,0.0,0.0,1
6887,0.018881,0.020723,1,0.02,0.02,1
6888,0.018881,0.020723,1,0.0,0.0,1
6889,0.0,0.0,0,0.0,0.0,1
6890,0.0,0.0,0,0.0,0.0,3
6891,0.0,0.0,0,0.0,0.0,2
6892,0.018881,0.020723,1,0.0,0.0,1
6893,0.0,0.0,0,0.0,0.0,1
6894,0.018881,0.020723,1,0.02,0.02,1
6895,0.018881,0.020723,1,0.01,0.01,1
6896,0.0,0.0,0,0.0,0.0,1
6897,0.018881,0.020723,1,0.02,0.02,1
6898,0.0,0.0,0,0.0,0.0,1
6899,0.0,0.0,0,0.0,0.0,1
6900,0.018881,0.020723,1,0.0,0.0,1
6901,0.018881,0.020723,1,0.0,0.0,1
6902,0.018881,0.020723,1,0.0,0.0,1
6903,0.0,0.0,0,0.0,0.0,2
6904,0.018881,0.020723,1,0.18,0.2,1
6905,0.0,0.0,0,0.0,0.0,1
6906,0.018881,0.020723,1,0.02,0.02,1
6907,0.018881,0.020723,1,0.0,0.0,1
6908,0.0,0.0,0,0.0,0.0,1
6909,0.0094405,0.0103615,1,0.02,0.02,2
6910,0.018881,0.020723,1,0.0,0.0,1
6911,0.018881,0.020723,1,0.02,0.02,1
6912,0.018881,0.020723,1,0.02,0.02,1
6913,0.0,0.0,0,0.0,0.0,1
6914,0.018881,0.020723,1,0.0,0.0,1
6915,0.0,0.0,0,0.0,0.0,1
6916,0.018881,0.020723,1,0.02,0.02,1
6917,0.018881,0.020723,1,0.01,0.01,1
6918,0.018881,0.020723,1,0.02,0.02,1
6919,0.018881,0.020723,1,0.01,0.01,1
6920,0.0,0.0,0,0.0,0.0,2
6921,0.018881,0.020723,1,0.01,0.01,1
6922,0.0,0.0,0,0.0,0.0,4
6923,0.0,0.0,0,0.0,0.0,3
6924,0.0,0.0,0,0.0,0.0,2
6925,0.0,0.0,0,0.0,0.0,1
6926,0.0,0.0,0,0.0,0.0,1
6927,0.0,0.0,0,0.0,0.0,1
6928,0.0,0.0,0,0.0,0.0,1
6929,0.018881,0.020723,1,0.0,0.0,1
6930,0.0,0.0,0,0.0,0.0,2
6931,0.018881,0.020723,1,0.06,0.07,1
6932,0.0,0.0,0,0.0,0.0,1
6933,0.0,0.0,0,0.0,0.0,2
6934,0.0,0.0,0,0.0,0.0,2
6935,0.0,0.0,0,0.0,0.0,1
6936,0.018881,0.020723,2,0.0,0.0,2
6937,0.018881,0.020723,1,0.0,0.0,1
6938,0.0,0.0,0,0.0,0.0,1
6939,0.0,0.0,0,0.0,0.0,1
6940,0.0,0.0,0,0.0,0.0,2
6941,0.0,0.0,0,0.0,0.0,1
6942,0.0,0.0,0,0.0,0.0,1
6943,0.0,0.0,0,0.0,0.0,1
